InstrumentName, Construction Dust Monitor (A) [Sensor B],,
StartTime, 2018-06-01 00:00:00,,
EndTime, 2018-06-30 23:59:59,,
Date,PM1.0,PM10.0,PM2.5
06/27/2018 10:49:32.000000,9.31,14.5,13.24
06/27/2018 10:53:31.000000,10.43,16.02,15.33
06/27/2018 10:56:11.000000,9.5,15.31,14.74
06/27/2018 10:58:51.000000,10.1,14.76,13.76
06/27/2018 11:02:51.000000,9.63,14.51,13.76
06/27/2018 11:05:31.000000,10.2,15.29,13.85
06/27/2018 11:08:12.000000,9.74,14.69,14.33
06/27/2018 11:10:51.000000,9.2,12.46,11.93
06/27/2018 11:13:31.000000,9.62,14.9,12.9
06/27/2018 11:17:31.000000,9.57,12.98,12.74
06/27/2018 11:20:13.000000,9.39,12.98,12.41
06/27/2018 11:22:51.000000,9.45,14.95,13.45
06/27/2018 11:25:31.000000,9.57,14.75,13.14
06/27/2018 11:29:31.000000,9.41,13.85,12.56
06/27/2018 11:32:12.000000,8.77,14.3,13.74
06/27/2018 11:34:51.000000,10.0,15.71,13.81
06/27/2018 11:38:51.000000,9.26,14.23,12.84
06/27/2018 11:41:31.000000,9.29,14.46,13.39
06/27/2018 11:44:11.000000,9.86,16.24,14.71
06/27/2018 11:46:51.000000,9.4,14.14,13.65
06/27/2018 11:49:31.000000,9.02,13.0,12.37
06/27/2018 11:53:31.000000,9.33,14.63,12.72
06/27/2018 11:56:11.000000,9.13,12.02,11.88
06/27/2018 11:58:51.000000,8.88,12.83,12.24
06/27/2018 12:01:31.000000,8.17,11.9,10.67
06/27/2018 12:05:31.000000,8.62,11.93,10.74
06/27/2018 12:08:12.000000,8.45,12.82,11.38
06/27/2018 12:10:51.000000,8.38,11.98,11.4
06/27/2018 12:13:31.000000,7.7,11.37,10.35
06/27/2018 12:17:31.000000,8.45,11.43,11.02
06/27/2018 12:20:12.000000,8.95,12.93,11.86
06/27/2018 12:22:51.000000,9.14,12.29,11.83
06/27/2018 12:25:31.000000,10.12,13.24,12.78
06/27/2018 12:29:31.000000,8.6,12.0,11.57
06/27/2018 12:32:11.000000,8.48,13.21,11.45
06/27/2018 12:34:51.000000,8.88,12.29,11.29
06/27/2018 12:37:32.000000,8.17,11.76,11.1
06/27/2018 12:41:31.000000,8.7,11.4,10.72
06/27/2018 12:44:11.000000,8.74,12.0,11.55
06/27/2018 12:46:51.000000,7.88,11.0,10.55
06/27/2018 12:49:31.000000,8.78,12.68,11.71
06/27/2018 12:53:31.000000,8.37,11.98,10.95
06/27/2018 12:56:11.000000,8.83,12.0,10.85
06/27/2018 12:58:51.000000,9.19,12.3,12.16
06/27/2018 13:01:32.000000,8.1,10.45,10.45
06/27/2018 13:05:31.000000,8.0,10.6,10.3
06/27/2018 13:08:11.000000,8.12,11.55,10.48
06/27/2018 13:10:51.000000,8.57,12.57,11.38
06/27/2018 13:13:31.000000,8.9,11.32,11.27
06/27/2018 13:17:31.000000,8.45,11.79,11.29
06/27/2018 13:20:12.000000,8.63,10.93,10.51
06/27/2018 13:22:51.000000,9.67,13.81,12.48
06/27/2018 13:25:31.000000,8.19,10.95,10.21
06/27/2018 13:29:31.000000,8.67,11.71,11.21
06/27/2018 13:32:11.000000,9.1,12.51,11.46
06/27/2018 13:34:51.000000,7.93,11.71,11.17
06/27/2018 13:37:32.000000,8.62,12.4,11.79
06/27/2018 13:41:32.000000,8.0,11.63,11.08
06/27/2018 13:44:11.000000,8.67,11.43,10.83
06/27/2018 13:46:51.000000,9.44,13.74,12.15
06/27/2018 13:50:51.000000,8.93,12.17,11.61
06/27/2018 13:53:31.000000,9.2,12.12,11.46
06/27/2018 13:56:11.000000,9.21,13.44,12.74
06/27/2018 13:58:51.000000,9.79,12.86,12.86
06/27/2018 14:01:31.000000,8.39,12.02,11.85
06/27/2018 14:05:31.000000,9.05,11.88,11.02
06/27/2018 14:08:11.000000,7.98,11.29,10.68
06/27/2018 14:10:52.000000,9.17,12.33,12.14
06/27/2018 14:13:32.000000,8.64,10.93,10.57
06/27/2018 14:17:31.000000,8.76,11.14,10.9
06/27/2018 14:20:12.000000,9.25,12.23,11.73
06/27/2018 14:22:51.000000,8.33,11.21,10.79
06/27/2018 14:25:31.000000,8.56,11.41,10.44
06/27/2018 14:29:31.000000,8.95,11.98,11.51
06/27/2018 14:32:12.000000,9.0,12.07,11.02
06/27/2018 14:34:52.000000,8.6,12.52,11.67
06/27/2018 14:37:31.000000,8.88,12.12,11.21
06/27/2018 14:41:31.000000,8.21,10.74,10.67
06/27/2018 14:44:11.000000,7.83,11.24,10.64
06/27/2018 14:46:52.000000,7.86,10.95,10.12
06/27/2018 14:49:31.000000,8.24,10.67,10.38
06/27/2018 14:53:32.000000,8.45,11.45,11.14
06/27/2018 14:56:11.000000,8.33,10.5,10.33
06/27/2018 14:58:51.000000,8.44,12.8,12.02
06/27/2018 15:01:32.000000,8.17,10.88,10.73
06/27/2018 15:05:31.000000,8.33,11.43,10.62
06/27/2018 15:08:12.000000,8.57,11.36,10.57
06/27/2018 15:10:51.000000,8.88,11.44,10.83
06/27/2018 15:13:31.000000,8.38,11.45,10.9
06/27/2018 15:17:31.000000,7.81,9.95,9.95
06/27/2018 15:20:11.000000,8.02,10.81,10.45
06/27/2018 15:22:51.000000,8.72,12.33,10.72
06/27/2018 15:25:31.000000,8.0,10.58,10.02
06/27/2018 15:29:31.000000,8.36,11.4,11.0
06/27/2018 15:32:11.000000,7.8,10.17,10.17
06/27/2018 15:34:51.000000,8.71,11.32,10.85
06/27/2018 15:38:51.000000,8.86,11.0,10.72
06/27/2018 15:41:31.000000,7.53,9.56,9.56
06/27/2018 15:44:11.000000,9.0,11.84,11.23
06/27/2018 15:46:51.000000,8.48,11.43,10.71
06/27/2018 15:50:51.000000,8.88,11.0,10.93
06/27/2018 15:53:31.000000,8.19,10.64,10.64
06/27/2018 15:56:12.000000,8.32,12.98,11.15
06/27/2018 15:58:52.000000,7.9,10.64,10.14
06/27/2018 16:02:51.000000,7.93,11.07,10.86
06/27/2018 16:05:31.000000,8.37,11.29,10.27
06/27/2018 16:08:13.000000,8.83,11.69,11.07
06/27/2018 16:10:51.000000,8.27,11.46,11.1
06/27/2018 16:13:31.000000,8.43,11.36,10.83
06/27/2018 16:17:32.000000,8.56,11.29,10.8
06/27/2018 16:20:12.000000,8.45,10.64,10.45
06/27/2018 16:22:51.000000,9.66,13.0,12.17
06/27/2018 16:26:52.000000,9.93,15.1,12.98
06/27/2018 16:29:31.000000,9.05,13.17,12.12
06/27/2018 16:32:11.000000,10.66,18.12,15.22
06/27/2018 16:34:52.000000,8.34,10.59,10.59
06/27/2018 16:37:31.000000,8.48,11.07,11.0
06/27/2018 16:41:32.000000,10.78,16.12,14.61
06/27/2018 16:44:11.000000,8.24,10.0,9.83
06/27/2018 16:46:51.000000,9.57,14.5,12.95
06/27/2018 16:49:31.000000,8.65,11.07,10.51
06/27/2018 16:53:32.000000,8.37,10.21,10.21
06/27/2018 16:56:12.000000,8.0,10.88,10.32
06/27/2018 16:58:51.000000,7.95,10.1,9.76
06/27/2018 17:01:31.000000,7.55,10.31,9.93
06/27/2018 17:05:31.000000,10.4,14.98,14.13
06/27/2018 17:08:12.000000,8.64,11.95,10.83
06/27/2018 17:10:52.000000,12.86,17.62,17.38
06/27/2018 17:13:31.000000,9.15,12.78,12.63
06/27/2018 17:17:31.000000,8.44,11.39,11.05
06/27/2018 17:20:11.000000,13.38,19.81,18.64
06/27/2018 17:22:51.000000,18.6,30.7,28.12
06/27/2018 17:26:51.000000,8.02,10.47,9.91
06/27/2018 17:29:32.000000,7.71,9.93,8.95
06/27/2018 17:32:11.000000,7.61,9.54,9.22
06/27/2018 17:34:51.000000,8.0,10.05,9.66
06/27/2018 17:37:32.000000,8.0,9.4,9.07
06/27/2018 17:41:31.000000,7.21,8.71,8.43
06/27/2018 17:44:12.000000,7.76,8.95,8.93
06/27/2018 17:46:52.000000,7.93,9.6,9.05
06/27/2018 17:49:31.000000,10.82,19.35,15.82
06/27/2018 17:53:31.000000,10.34,23.0,17.73
06/27/2018 17:56:12.000000,26.36,89.56,57.56
06/27/2018 17:58:52.000000,36.51,160.21,90.41
06/27/2018 18:01:31.000000,8.12,13.44,11.46
06/27/2018 18:05:31.000000,13.29,32.07,24.1
06/27/2018 18:08:11.000000,9.09,16.51,14.23
06/27/2018 18:10:51.000000,15.61,40.37,28.71
06/27/2018 18:13:32.000000,14.17,33.44,26.0
06/27/2018 18:17:32.000000,8.26,14.12,12.02
06/27/2018 18:20:12.000000,6.95,8.3,8.14
06/27/2018 18:22:51.000000,7.55,9.36,8.9
06/27/2018 18:25:31.000000,6.95,8.23,8.23
06/27/2018 18:29:31.000000,7.28,8.82,8.63
06/27/2018 18:32:11.000000,7.46,8.61,8.46
06/27/2018 18:34:51.000000,6.69,7.86,7.76
06/27/2018 18:37:31.000000,5.83,7.17,7.0
06/27/2018 18:41:31.000000,6.3,7.3,7.3
06/27/2018 18:44:11.000000,7.0,9.48,8.86
06/27/2018 18:46:51.000000,6.74,7.71,7.71
06/27/2018 18:49:31.000000,6.19,7.83,7.21
06/27/2018 18:53:31.000000,6.29,8.32,7.76
06/27/2018 18:56:12.000000,5.98,7.0,7.0
06/27/2018 18:58:51.000000,6.0,7.23,6.88
06/27/2018 19:01:31.000000,5.65,6.95,6.47
06/27/2018 19:05:31.000000,5.88,6.38,6.17
06/27/2018 19:08:11.000000,6.0,7.31,7.17
06/27/2018 19:10:51.000000,5.93,6.85,6.66
06/27/2018 19:13:31.000000,5.7,6.26,6.26
06/27/2018 19:17:31.000000,5.65,6.47,6.47
06/27/2018 19:20:11.000000,5.64,7.81,7.1
06/27/2018 19:22:51.000000,5.36,7.24,6.88
06/27/2018 19:25:31.000000,5.27,6.34,6.32
06/27/2018 19:29:32.000000,6.1,7.98,7.83
06/27/2018 19:32:12.000000,6.23,8.05,7.77
06/27/2018 19:34:51.000000,6.19,8.56,8.07
06/27/2018 19:38:51.000000,6.21,9.33,8.88
06/27/2018 19:41:32.000000,5.51,7.59,7.44
06/27/2018 19:44:11.000000,5.86,7.98,7.69
06/27/2018 19:45:32.000000,7.41,9.83,9.27
06/27/2018 19:46:51.000000,6.57,8.55,8.55
06/27/2018 19:48:11.000000,6.44,8.0,8.0
06/27/2018 19:49:31.000000,5.64,7.36,7.09
06/27/2018 19:50:51.000000,5.19,7.5,6.93
06/27/2018 19:52:11.000000,5.77,8.56,8.35
06/27/2018 19:53:31.000000,6.71,9.24,8.9
06/27/2018 19:54:51.000000,5.55,9.17,8.21
06/27/2018 19:56:11.000000,6.02,8.74,8.12
06/27/2018 19:57:31.000000,5.68,7.78,7.76
06/27/2018 19:58:52.000000,5.62,7.48,7.4
06/27/2018 20:00:11.000000,5.54,7.22,7.0
06/27/2018 20:01:31.000000,5.02,6.31,6.31
06/27/2018 20:02:51.000000,6.05,8.14,7.76
06/27/2018 20:04:11.000000,5.47,7.12,7.05
06/27/2018 20:05:31.000000,5.67,8.33,8.07
06/27/2018 20:06:51.000000,8.31,13.05,11.29
06/27/2018 20:08:11.000000,6.02,8.36,7.69
06/27/2018 20:09:31.000000,5.98,7.44,7.44
06/27/2018 20:10:51.000000,6.36,7.48,7.33
06/27/2018 20:12:12.000000,5.57,8.31,7.52
06/27/2018 20:13:31.000000,5.56,7.09,7.09
06/27/2018 20:14:51.000000,5.54,7.76,7.29
06/27/2018 20:16:11.000000,5.74,7.67,7.42
06/27/2018 20:17:31.000000,5.61,7.85,7.51
06/27/2018 20:18:51.000000,5.62,7.62,7.31
06/27/2018 20:20:12.000000,5.98,6.93,6.79
06/27/2018 20:21:31.000000,5.8,8.1,7.95
06/27/2018 20:22:51.000000,5.88,7.9,7.71
06/27/2018 20:24:11.000000,6.76,9.51,8.98
06/27/2018 20:25:31.000000,6.6,11.5,9.31
06/27/2018 20:26:51.000000,6.1,7.85,7.72
06/27/2018 20:28:11.000000,5.71,7.66,7.49
06/27/2018 20:29:31.000000,5.44,7.53,6.88
06/27/2018 20:30:51.000000,5.47,6.91,6.65
06/27/2018 20:32:11.000000,5.77,7.72,7.02
06/27/2018 20:33:31.000000,5.91,7.02,6.6
06/27/2018 20:34:51.000000,5.43,6.86,6.86
06/27/2018 20:36:12.000000,5.37,6.77,6.49
06/27/2018 20:37:31.000000,5.58,7.65,7.23
06/27/2018 20:38:51.000000,5.48,6.9,6.88
06/27/2018 20:40:11.000000,5.69,7.45,7.19
06/27/2018 20:41:31.000000,5.81,7.74,7.4
06/27/2018 20:42:51.000000,5.93,7.64,7.64
06/27/2018 20:44:11.000000,5.79,7.71,7.31
06/27/2018 20:45:31.000000,6.07,7.12,7.05
06/27/2018 20:46:51.000000,5.88,6.9,6.79
06/27/2018 20:48:11.000000,6.36,8.5,8.05
06/27/2018 20:49:31.000000,6.44,8.51,7.95
06/27/2018 20:50:51.000000,6.0,7.26,6.98
06/27/2018 20:52:11.000000,6.0,7.0,6.63
06/27/2018 20:53:31.000000,6.0,8.07,8.07
06/27/2018 20:54:51.000000,6.0,6.67,6.67
06/27/2018 20:56:11.000000,6.14,8.21,7.95
06/27/2018 20:57:31.000000,6.0,7.19,7.19
06/27/2018 20:58:51.000000,6.36,7.69,7.69
06/27/2018 21:00:13.000000,6.71,8.0,7.98
06/27/2018 21:01:32.000000,7.02,8.45,7.38
06/27/2018 21:02:51.000000,6.79,7.81,7.57
06/27/2018 21:04:12.000000,6.0,6.98,6.98
06/27/2018 21:05:31.000000,6.6,7.52,7.36
06/27/2018 21:06:52.000000,6.31,7.4,7.4
06/27/2018 21:08:11.000000,6.28,7.12,7.12
06/27/2018 21:09:31.000000,6.56,7.63,7.63
06/27/2018 21:10:51.000000,6.65,7.81,7.7
06/27/2018 21:12:12.000000,6.29,7.76,7.46
06/27/2018 21:13:31.000000,6.76,8.07,7.95
06/27/2018 21:14:51.000000,6.46,8.0,7.93
06/27/2018 21:16:11.000000,6.05,7.45,7.45
06/27/2018 21:17:31.000000,6.07,7.67,7.67
06/27/2018 21:18:51.000000,6.71,7.93,7.93
06/27/2018 21:20:13.000000,6.72,7.79,7.79
06/27/2018 21:21:31.000000,6.62,8.31,7.9
06/27/2018 21:22:51.000000,6.31,7.86,7.69
06/27/2018 21:24:11.000000,6.02,7.43,7.29
06/27/2018 21:25:31.000000,6.78,8.71,8.39
06/27/2018 21:26:51.000000,6.63,8.66,8.12
06/27/2018 21:28:11.000000,6.56,8.85,8.39
06/27/2018 21:29:32.000000,5.7,7.7,7.02
06/27/2018 21:30:51.000000,6.74,8.02,7.86
06/27/2018 21:32:11.000000,6.62,8.07,7.86
06/27/2018 21:33:31.000000,6.7,8.05,8.05
06/27/2018 21:34:52.000000,6.33,8.07,7.76
06/27/2018 21:36:12.000000,6.31,7.86,7.86
06/27/2018 21:37:31.000000,6.0,7.51,7.37
06/27/2018 21:38:52.000000,6.33,7.62,7.62
06/27/2018 21:40:12.000000,6.0,7.35,7.28
06/27/2018 21:41:31.000000,6.51,7.76,7.68
06/27/2018 21:42:54.000000,6.7,7.97,7.72
06/27/2018 21:44:13.000000,6.17,8.0,7.93
06/27/2018 21:45:31.000000,6.05,7.79,7.57
06/27/2018 21:46:52.000000,6.43,8.12,8.1
06/27/2018 21:48:11.000000,6.5,8.0,8.0
06/27/2018 21:49:31.000000,6.9,8.2,8.1
06/27/2018 21:50:51.000000,6.74,7.79,7.79
06/27/2018 21:52:11.000000,6.85,8.63,8.56
06/27/2018 21:53:31.000000,7.02,8.07,8.07
06/27/2018 21:54:51.000000,6.4,8.02,7.93
06/27/2018 21:56:11.000000,6.42,8.16,7.95
06/27/2018 21:57:31.000000,6.56,7.91,7.7
06/27/2018 21:58:51.000000,6.67,7.74,7.74
06/27/2018 22:00:12.000000,6.77,7.97,7.97
06/27/2018 22:01:31.000000,6.98,7.79,7.79
06/27/2018 22:02:51.000000,6.74,7.74,7.62
06/27/2018 22:04:11.000000,7.0,8.95,8.69
06/27/2018 22:05:31.000000,7.07,9.05,8.76
06/27/2018 22:06:51.000000,7.24,8.12,8.12
06/27/2018 22:08:11.000000,6.39,8.15,7.68
06/27/2018 22:09:31.000000,6.0,8.14,7.58
06/27/2018 22:10:51.000000,6.0,7.5,7.36
06/27/2018 22:12:11.000000,6.4,7.86,7.58
06/27/2018 22:13:31.000000,6.29,7.49,7.24
06/27/2018 22:14:51.000000,6.07,8.69,7.71
06/27/2018 22:16:11.000000,7.02,8.74,8.55
06/27/2018 22:17:32.000000,6.44,8.59,7.78
06/27/2018 22:18:51.000000,6.63,7.39,7.39
06/27/2018 22:20:12.000000,7.26,9.38,9.14
06/27/2018 22:21:32.000000,7.0,8.28,8.19
06/27/2018 22:22:52.000000,6.5,8.55,7.88
06/27/2018 22:24:11.000000,6.86,8.14,8.07
06/27/2018 22:25:32.000000,6.72,8.14,8.14
06/27/2018 22:26:51.000000,7.21,9.05,8.57
06/27/2018 22:28:12.000000,6.9,8.07,7.93
06/27/2018 22:29:31.000000,6.63,7.86,7.86
06/27/2018 22:30:52.000000,6.05,7.46,7.46
06/27/2018 22:32:11.000000,6.56,8.0,7.58
06/27/2018 22:33:31.000000,6.0,8.0,7.95
06/27/2018 22:34:52.000000,6.88,8.26,8.26
06/27/2018 22:36:12.000000,6.81,8.57,8.55
06/27/2018 22:37:31.000000,6.17,7.52,7.31
06/27/2018 22:38:51.000000,6.15,8.07,8.07
06/27/2018 22:40:12.000000,6.78,8.63,8.63
06/27/2018 22:41:31.000000,6.52,8.83,8.31
06/27/2018 22:42:52.000000,6.9,9.0,8.67
06/27/2018 22:44:11.000000,6.93,8.67,8.52
06/27/2018 22:45:31.000000,6.42,9.09,8.42
06/27/2018 22:46:51.000000,6.21,8.53,8.4
06/27/2018 22:48:11.000000,6.74,9.16,9.07
06/27/2018 22:49:32.000000,6.93,8.71,8.48
06/27/2018 22:50:51.000000,7.6,9.43,9.24
06/27/2018 22:52:11.000000,6.1,8.6,7.9
06/27/2018 22:53:32.000000,7.0,9.67,9.49
06/27/2018 22:54:52.000000,6.95,8.4,8.4
06/27/2018 22:56:11.000000,7.45,9.26,8.9
06/27/2018 22:57:31.000000,7.07,9.24,9.0
06/27/2018 22:58:51.000000,7.1,9.9,8.81
06/27/2018 23:00:12.000000,7.29,9.74,9.12
06/27/2018 23:01:31.000000,7.02,9.68,9.32
06/27/2018 23:02:52.000000,7.02,9.73,8.95
06/27/2018 23:04:12.000000,6.33,8.48,7.93
06/27/2018 23:05:31.000000,7.26,8.81,8.81
06/27/2018 23:06:51.000000,6.95,9.9,9.29
06/27/2018 23:08:12.000000,6.02,8.02,8.02
06/27/2018 23:09:32.000000,5.81,8.29,8.07
06/27/2018 23:10:52.000000,5.79,8.23,8.09
06/27/2018 23:12:12.000000,6.51,7.91,7.91
06/27/2018 23:13:31.000000,5.76,7.36,7.36
06/27/2018 23:14:52.000000,5.9,7.71,7.51
06/27/2018 23:16:12.000000,5.37,7.35,7.35
06/27/2018 23:17:31.000000,6.02,8.72,8.07
06/27/2018 23:18:52.000000,6.17,8.39,8.15
06/27/2018 23:20:12.000000,6.35,8.56,8.47
06/27/2018 23:21:32.000000,5.21,7.02,6.86
06/27/2018 23:22:51.000000,5.77,7.26,7.05
06/27/2018 23:24:11.000000,5.24,7.5,6.93
06/27/2018 23:25:31.000000,5.74,7.86,7.37
06/27/2018 23:26:51.000000,5.42,7.53,7.23
06/27/2018 23:28:11.000000,5.51,7.41,7.12
06/27/2018 23:29:31.000000,6.26,8.57,8.19
06/27/2018 23:30:51.000000,5.9,7.93,7.55
06/27/2018 23:32:12.000000,5.74,6.95,6.95
06/27/2018 23:33:31.000000,5.4,6.62,6.4
06/27/2018 23:34:52.000000,5.74,8.31,7.69
06/27/2018 23:36:12.000000,5.26,7.4,6.86
06/27/2018 23:37:32.000000,5.68,7.95,7.24
06/27/2018 23:38:52.000000,5.7,8.05,7.87
06/27/2018 23:40:12.000000,5.69,7.74,7.74
06/27/2018 23:41:32.000000,5.88,7.72,7.51
06/27/2018 23:42:52.000000,4.88,6.6,6.38
06/27/2018 23:44:11.000000,5.49,7.88,7.28
06/27/2018 23:45:32.000000,5.77,8.16,7.42
06/27/2018 23:46:52.000000,5.88,7.72,7.53
06/27/2018 23:48:12.000000,5.85,7.8,7.78
06/27/2018 23:49:32.000000,5.14,7.5,7.17
06/27/2018 23:50:52.000000,5.98,8.45,8.45
06/27/2018 23:52:12.000000,5.31,7.1,7.02
06/27/2018 23:53:32.000000,5.26,7.42,7.28
06/27/2018 23:54:52.000000,5.6,7.21,7.21
06/27/2018 23:56:12.000000,5.02,6.67,6.3
06/27/2018 23:57:32.000000,4.33,7.58,6.56
06/27/2018 23:58:52.000000,4.98,7.09,6.77
06/28/2018 00:00:12.000000,5.81,7.24,7.24
06/28/2018 00:01:32.000000,5.33,7.42,7.14
06/28/2018 00:02:52.000000,5.14,6.95,6.76
06/28/2018 00:04:12.000000,5.14,7.21,7.02
06/28/2018 00:05:32.000000,5.05,6.69,6.45
06/28/2018 00:06:52.000000,5.5,7.48,6.74
06/28/2018 00:08:12.000000,5.29,7.38,7.07
06/28/2018 00:09:32.000000,5.67,8.67,7.93
06/28/2018 00:10:52.000000,6.2,9.02,8.12
06/28/2018 00:12:12.000000,5.93,8.12,7.66
06/28/2018 00:13:32.000000,6.69,8.29,8.14
06/28/2018 00:14:52.000000,5.34,7.59,7.59
06/28/2018 00:16:12.000000,5.44,8.86,8.12
06/28/2018 00:17:32.000000,4.7,7.02,6.12
06/28/2018 00:18:52.000000,5.83,8.71,7.88
06/28/2018 00:20:12.000000,5.65,7.7,7.67
06/28/2018 00:21:32.000000,4.7,7.47,7.09
06/28/2018 00:22:52.000000,5.07,7.0,6.65
06/28/2018 00:24:12.000000,5.38,7.26,6.67
06/28/2018 00:25:32.000000,4.58,6.44,6.14
06/28/2018 00:26:51.000000,5.02,6.76,6.45
06/28/2018 00:28:12.000000,4.42,6.0,6.0
06/28/2018 00:29:31.000000,3.9,5.86,5.69
06/28/2018 00:30:52.000000,4.55,6.36,6.36
06/28/2018 00:32:12.000000,4.29,6.37,5.88
06/28/2018 00:33:32.000000,4.98,6.71,6.38
06/28/2018 00:34:52.000000,5.74,7.43,7.33
06/28/2018 00:36:12.000000,4.76,7.95,6.76
06/28/2018 00:37:32.000000,5.05,6.43,6.43
06/28/2018 00:38:52.000000,4.61,6.44,6.32
06/28/2018 00:40:12.000000,4.51,5.59,5.56
06/28/2018 00:41:32.000000,5.19,7.12,6.21
06/28/2018 00:42:52.000000,5.1,6.33,6.33
06/28/2018 00:44:12.000000,5.21,7.79,7.02
06/28/2018 00:45:32.000000,4.52,6.4,6.26
06/28/2018 00:46:52.000000,4.48,6.14,5.62
06/28/2018 00:48:12.000000,4.84,6.77,6.77
06/28/2018 00:49:32.000000,5.26,7.17,6.81
06/28/2018 00:50:52.000000,4.71,6.6,6.43
06/28/2018 00:52:12.000000,4.81,6.93,6.67
06/28/2018 00:53:32.000000,5.24,6.93,6.5
06/28/2018 00:54:52.000000,5.72,7.28,7.02
06/28/2018 00:56:12.000000,6.02,8.1,7.64
06/28/2018 00:57:32.000000,6.02,8.16,7.63
06/28/2018 00:58:52.000000,6.1,8.12,7.33
06/28/2018 01:00:12.000000,5.93,7.1,6.95
06/28/2018 01:01:32.000000,5.74,8.1,7.4
06/28/2018 01:02:52.000000,6.63,8.15,8.15
06/28/2018 01:04:12.000000,8.8,12.51,12.15
06/28/2018 01:05:32.000000,9.6,12.79,12.24
06/28/2018 01:06:52.000000,9.71,12.1,11.62
06/28/2018 01:08:12.000000,6.79,9.5,9.02
06/28/2018 01:09:32.000000,5.79,7.74,7.53
06/28/2018 01:10:52.000000,5.52,7.21,7.21
06/28/2018 01:12:12.000000,5.47,8.56,7.44
06/28/2018 01:13:32.000000,5.14,7.23,7.0
06/28/2018 01:14:52.000000,5.07,6.93,6.14
06/28/2018 01:16:12.000000,4.9,7.12,7.1
06/28/2018 01:17:32.000000,5.3,7.65,7.4
06/28/2018 01:18:52.000000,5.93,8.09,8.0
06/28/2018 01:20:12.000000,5.02,6.79,6.6
06/28/2018 01:21:32.000000,5.44,7.19,7.19
06/28/2018 01:22:52.000000,5.71,7.93,7.55
06/28/2018 01:24:12.000000,6.05,8.93,7.93
06/28/2018 01:25:32.000000,6.05,9.0,8.32
06/28/2018 01:26:52.000000,6.21,8.64,8.31
06/28/2018 01:28:12.000000,5.14,7.83,7.14
06/28/2018 01:29:32.000000,5.64,8.21,7.93
06/28/2018 01:30:52.000000,5.47,7.55,7.32
06/28/2018 01:32:12.000000,6.29,8.98,8.22
06/28/2018 01:33:32.000000,6.46,8.27,7.98
06/28/2018 01:34:52.000000,6.51,8.51,8.1
06/28/2018 01:36:12.000000,6.19,7.74,7.52
06/28/2018 01:37:32.000000,6.67,8.91,8.51
06/28/2018 01:38:52.000000,6.29,9.33,8.79
06/28/2018 01:40:12.000000,5.86,8.05,8.0
06/28/2018 01:41:32.000000,6.52,8.43,7.95
06/28/2018 01:42:52.000000,6.4,9.07,8.6
06/28/2018 01:44:12.000000,6.49,9.49,8.41
06/28/2018 01:45:32.000000,6.02,8.8,8.32
06/28/2018 01:46:52.000000,7.1,8.66,8.59
06/28/2018 01:48:12.000000,6.15,8.29,8.15
06/28/2018 01:49:32.000000,6.95,9.12,8.56
06/28/2018 01:50:52.000000,7.7,10.21,9.93
06/28/2018 01:52:12.000000,7.43,8.91,8.86
06/28/2018 01:53:31.000000,6.62,9.4,9.1
06/28/2018 01:54:52.000000,6.3,8.6,8.16
06/28/2018 01:56:12.000000,5.98,8.26,7.77
06/28/2018 01:57:32.000000,6.07,8.47,8.28
06/28/2018 01:58:52.000000,6.09,8.4,8.0
06/28/2018 02:00:12.000000,6.67,9.58,8.05
06/28/2018 02:01:32.000000,7.21,9.47,9.14
06/28/2018 02:02:52.000000,6.81,8.74,8.74
06/28/2018 02:04:12.000000,7.51,9.6,9.16
06/28/2018 02:05:32.000000,7.16,9.74,9.12
06/28/2018 02:06:52.000000,7.31,9.1,8.79
06/28/2018 02:08:12.000000,6.55,8.26,8.0
06/28/2018 02:09:32.000000,6.52,9.29,8.24
06/28/2018 02:10:52.000000,6.71,9.38,8.69
06/28/2018 02:12:12.000000,6.55,8.98,8.4
06/28/2018 02:13:32.000000,6.71,9.19,8.9
06/28/2018 02:14:52.000000,6.22,8.17,8.0
06/28/2018 02:16:12.000000,6.71,9.0,8.48
06/28/2018 02:17:32.000000,6.12,8.85,8.56
06/28/2018 02:18:52.000000,6.02,8.57,8.0
06/28/2018 02:20:12.000000,7.5,9.52,9.29
06/28/2018 02:21:32.000000,7.29,9.07,8.74
06/28/2018 02:22:52.000000,6.74,8.62,8.36
06/28/2018 02:24:12.000000,6.67,8.81,8.67
06/28/2018 02:25:32.000000,6.07,8.98,8.17
06/28/2018 02:26:52.000000,5.84,7.84,7.7
06/28/2018 02:28:12.000000,6.72,8.7,8.28
06/28/2018 02:29:32.000000,6.93,9.12,8.93
06/28/2018 02:30:52.000000,7.05,10.14,9.37
06/28/2018 02:32:12.000000,6.3,8.3,8.09
06/28/2018 02:33:32.000000,6.37,8.14,8.07
06/28/2018 02:34:52.000000,6.47,8.77,8.35
06/28/2018 02:36:12.000000,6.63,7.58,7.58
06/28/2018 02:37:32.000000,6.37,9.23,8.16
06/28/2018 02:38:52.000000,5.86,8.12,7.84
06/28/2018 02:40:12.000000,6.63,8.49,8.42
06/28/2018 02:41:32.000000,6.7,8.56,8.44
06/28/2018 02:42:52.000000,6.16,7.95,7.63
06/28/2018 02:44:12.000000,6.42,8.3,8.3
06/28/2018 02:45:32.000000,6.07,7.95,7.65
06/28/2018 02:46:52.000000,6.55,9.52,8.19
