InstrumentName, Construction Dust Monitor (A),,
06/20/2018 16:37:42.000000,8.32,12.02,11.71
06/20/2018 16:41:42.000000,6.9,10.85,9.66
06/20/2018 16:44:24.000000,7.05,10.35,9.73
06/20/2018 16:47:02.000000,6.15,7.93,7.68
06/20/2018 16:49:42.000000,6.25,9.25,9.0
06/20/2018 16:53:42.000000,5.36,6.97,6.51
06/20/2018 16:56:22.000000,5.0,6.4,6.28
06/20/2018 16:59:02.000000,6.0,9.27,8.51
06/20/2018 17:01:42.000000,6.71,9.8,8.66
06/20/2018 17:05:42.000000,5.24,7.32,6.85
06/20/2018 17:08:22.000000,6.51,9.32,8.85
06/20/2018 17:11:02.000000,5.75,7.97,7.6
06/20/2018 17:13:42.000000,5.1,7.0,6.51
06/20/2018 17:17:42.000000,5.84,8.51,7.32
06/20/2018 17:20:22.000000,4.76,6.76,6.37
06/20/2018 17:23:02.000000,5.1,6.47,6.07
06/20/2018 17:25:42.000000,4.24,5.95,5.68
06/20/2018 17:29:42.000000,4.12,5.12,5.05
06/20/2018 17:32:22.000000,3.85,5.38,4.95
06/20/2018 17:35:02.000000,3.76,5.52,5.05
06/20/2018 17:37:42.000000,4.97,6.62,6.24
06/20/2018 17:41:42.000000,4.95,7.07,6.65
06/20/2018 17:44:22.000000,4.14,5.14,5.14
06/20/2018 17:47:02.000000,4.19,5.33,5.11
06/20/2018 17:49:42.000000,4.97,7.25,6.65
06/20/2018 17:53:42.000000,3.73,5.27,5.0
06/20/2018 17:56:22.000000,3.72,4.87,4.65
06/20/2018 17:59:02.000000,2.87,3.85,3.67
06/20/2018 18:01:42.000000,2.55,3.42,3.42
06/20/2018 18:05:42.000000,2.95,4.32,4.0
06/20/2018 18:08:23.000000,2.74,3.18,3.0
06/20/2018 18:11:02.000000,2.08,2.27,2.27
06/20/2018 18:13:42.000000,3.29,3.93,3.93
06/20/2018 18:17:42.000000,2.62,3.37,3.37
06/20/2018 18:20:22.000000,3.87,5.15,4.56
06/20/2018 18:23:02.000000,3.44,4.0,4.0
06/20/2018 18:25:42.000000,2.1,2.63,2.63
06/20/2018 18:29:42.000000,3.2,4.02,4.02
06/20/2018 18:32:22.000000,3.07,3.37,3.37
06/20/2018 18:35:02.000000,3.9,5.15,4.83
06/20/2018 18:37:42.000000,3.27,4.15,4.15
06/20/2018 18:41:42.000000,3.95,4.95,4.82
06/20/2018 18:44:22.000000,3.08,3.65,3.65
06/20/2018 18:47:02.000000,4.12,4.97,4.8
06/20/2018 18:49:42.000000,3.49,4.32,4.32
06/20/2018 18:53:42.000000,4.17,5.41,5.27
06/20/2018 18:56:22.000000,3.71,4.86,4.52
06/20/2018 18:59:03.000000,3.97,4.78,4.57
06/20/2018 19:01:42.000000,3.17,4.95,4.28
06/20/2018 19:05:42.000000,3.15,4.3,4.3
06/20/2018 19:08:22.000000,3.93,4.68,4.46
06/20/2018 19:11:02.000000,3.56,4.88,4.41
06/20/2018 19:13:42.000000,3.85,5.27,4.66
06/20/2018 19:17:42.000000,3.05,3.78,3.49
06/20/2018 19:20:22.000000,2.65,3.67,3.67
06/20/2018 19:23:02.000000,3.25,4.07,3.65
06/20/2018 19:25:42.000000,2.58,2.92,2.92
06/20/2018 19:29:42.000000,3.17,3.97,3.53
06/20/2018 19:32:22.000000,2.6,4.07,3.45
06/20/2018 19:35:02.000000,3.15,3.92,3.92
06/20/2018 19:37:42.000000,2.97,3.92,3.66
06/20/2018 19:41:43.000000,1.68,2.61,2.37
06/20/2018 19:44:22.000000,3.22,3.92,3.8
06/20/2018 19:47:02.000000,3.08,4.05,3.72
06/20/2018 19:49:42.000000,3.41,3.95,3.95
06/20/2018 19:53:42.000000,2.44,2.74,2.74
06/20/2018 19:56:22.000000,2.85,3.51,3.46
06/20/2018 19:59:02.000000,2.83,3.85,3.85
06/20/2018 20:01:42.000000,4.59,6.23,5.87
06/20/2018 20:05:42.000000,3.4,3.62,3.62
06/20/2018 20:08:22.000000,2.2,2.65,2.35
06/20/2018 20:11:02.000000,2.84,3.55,3.37
06/20/2018 20:13:42.000000,2.6,3.6,3.45
06/20/2018 20:17:42.000000,3.18,3.95,3.95
06/20/2018 20:20:22.000000,2.93,3.56,3.56
06/20/2018 20:23:02.000000,4.18,5.12,5.05
06/20/2018 20:25:42.000000,3.37,4.78,4.07
06/20/2018 20:29:42.000000,3.22,3.85,3.85
06/20/2018 20:32:22.000000,3.1,3.92,3.64
06/20/2018 20:35:02.000000,2.59,3.08,2.81
06/20/2018 20:37:42.000000,3.53,4.29,4.29
06/20/2018 20:40:22.000000,2.61,3.39,3.2
06/25/2018 13:14:20.000000,8.0,12.0,12.0
06/25/2018 13:17:00.000000,6.49,10.27,10.0
06/25/2018 13:19:40.000000,7.02,10.5,9.33
06/25/2018 13:23:40.000000,7.0,10.23,9.38
06/25/2018 13:26:20.000000,8.12,12.9,11.57
06/25/2018 13:29:01.000000,8.49,11.59,11.51
06/25/2018 13:31:40.000000,8.13,11.76,11.55
06/25/2018 13:35:40.000000,8.43,12.2,11.27
06/25/2018 13:38:20.000000,7.4,11.57,9.98
06/25/2018 13:41:00.000000,7.55,10.05,9.95
06/25/2018 13:43:41.000000,7.17,9.0,8.76
06/25/2018 13:47:40.000000,7.05,9.27,9.27
06/25/2018 13:50:20.000000,6.07,7.78,7.62
06/25/2018 13:53:01.000000,6.68,8.76,8.56
06/25/2018 13:55:41.000000,5.93,8.35,7.97
06/25/2018 13:59:41.000000,5.44,7.88,7.61
06/25/2018 14:02:22.000000,5.5,8.02,7.35
06/25/2018 14:05:01.000000,6.39,8.53,8.0
06/25/2018 14:07:41.000000,6.12,8.6,8.4
06/25/2018 14:11:41.000000,5.62,8.07,7.35
06/25/2018 14:14:21.000000,6.24,8.1,8.05
06/25/2018 14:17:01.000000,6.03,8.73,8.45
06/25/2018 14:19:40.000000,6.15,8.49,8.2
06/25/2018 14:23:41.000000,6.17,8.51,8.29
06/25/2018 14:26:20.000000,5.72,7.75,7.0
06/25/2018 14:29:01.000000,5.39,7.56,6.66
06/25/2018 14:31:41.000000,5.49,7.2,6.98
06/25/2018 14:35:41.000000,5.9,7.3,7.3
06/25/2018 14:38:21.000000,5.56,7.51,6.77
06/25/2018 14:41:01.000000,5.93,7.43,7.43
06/25/2018 14:43:41.000000,4.65,6.35,6.2
06/25/2018 14:47:41.000000,5.1,6.26,6.26
06/25/2018 14:50:20.000000,4.5,6.6,6.35
06/25/2018 14:53:01.000000,5.0,6.78,6.27
06/25/2018 14:55:41.000000,4.75,6.2,5.9
06/25/2018 14:59:41.000000,5.37,7.4,6.72
06/25/2018 15:02:21.000000,4.39,6.61,5.68
06/25/2018 15:05:01.000000,4.5,6.42,5.97
06/25/2018 15:07:40.000000,4.83,6.37,6.17
06/25/2018 15:11:41.000000,4.57,5.53,5.4
06/25/2018 15:14:21.000000,3.98,5.46,5.39
06/25/2018 15:17:01.000000,4.34,5.78,5.29
06/25/2018 15:19:41.000000,3.71,4.78,4.78
06/25/2018 15:23:41.000000,4.3,5.68,5.43
06/25/2018 15:26:21.000000,4.2,4.9,4.78
06/25/2018 15:29:01.000000,3.78,5.53,5.05
06/25/2018 15:31:41.000000,3.79,4.87,4.79
06/25/2018 15:35:41.000000,4.17,5.15,5.15
06/25/2018 15:38:21.000000,3.78,4.87,4.87
06/25/2018 15:41:01.000000,2.92,3.95,3.45
06/25/2018 15:53:01.000000,1.9,2.47,2.47
06/25/2018 15:55:41.000000,2.29,3.11,2.89
06/25/2018 15:59:40.000000,2.05,2.62,2.55
06/25/2018 16:02:21.000000,2.3,3.08,3.08
06/25/2018 16:05:01.000000,1.66,2.34,2.34
06/25/2018 16:07:41.000000,2.22,3.22,2.88
06/25/2018 16:11:40.000000,2.42,2.83,2.83
06/25/2018 16:14:20.000000,2.6,3.36,3.14
06/25/2018 16:17:00.000000,2.98,3.63,3.63
06/25/2018 16:19:40.000000,2.64,3.77,3.62
06/25/2018 16:23:40.000000,2.77,3.56,3.56
06/25/2018 16:26:21.000000,3.15,3.87,3.62
06/25/2018 16:29:00.000000,2.39,3.32,2.98
06/25/2018 16:31:40.000000,2.58,3.4,3.4
06/25/2018 16:35:40.000000,2.3,2.65,2.65
06/25/2018 16:38:20.000000,2.39,2.85,2.85
06/25/2018 16:41:01.000000,1.65,2.49,2.49
06/25/2018 16:43:41.000000,2.8,3.51,3.51
06/25/2018 16:47:41.000000,2.4,2.9,2.9
06/25/2018 16:50:21.000000,2.15,3.2,2.93
06/25/2018 16:53:00.000000,2.56,3.0,3.0
06/25/2018 16:55:41.000000,2.72,3.26,3.26
06/25/2018 16:59:42.000000,2.88,4.0,3.71
06/25/2018 17:02:21.000000,2.51,3.44,3.27
06/25/2018 17:05:01.000000,3.03,4.12,4.0
06/25/2018 17:07:40.000000,3.33,4.1,3.95
06/25/2018 17:11:41.000000,2.62,3.45,3.22
06/25/2018 17:14:20.000000,2.83,3.5,3.5
06/25/2018 17:17:00.000000,3.13,3.92,3.56
06/25/2018 17:19:40.000000,2.58,3.75,3.62
06/25/2018 17:26:20.000000,2.78,3.72,3.47
06/25/2018 17:29:01.000000,2.59,3.32,3.32
06/25/2018 17:31:40.000000,3.86,4.78,4.73
06/25/2018 17:35:40.000000,3.15,4.18,4.18
06/25/2018 17:38:21.000000,3.16,3.81,3.78
06/25/2018 17:41:00.000000,2.86,3.78,3.78
06/25/2018 17:43:41.000000,3.64,4.36,4.23
06/25/2018 17:47:41.000000,3.05,4.71,4.63
06/25/2018 17:50:21.000000,2.83,3.76,3.71
06/25/2018 17:53:00.000000,4.29,5.44,5.34
06/25/2018 17:55:40.000000,3.4,4.55,4.55
06/25/2018 17:59:40.000000,3.3,4.45,4.03
06/25/2018 18:02:20.000000,3.05,4.85,4.37
06/25/2018 18:05:01.000000,2.67,3.42,3.42
06/25/2018 18:07:41.000000,4.12,4.97,4.53
06/25/2018 18:11:41.000000,3.55,4.37,4.37
06/25/2018 18:14:21.000000,2.87,4.12,3.55
06/25/2018 18:17:00.000000,3.37,5.0,4.43
06/25/2018 18:19:40.000000,3.78,5.12,5.0
06/25/2018 18:23:41.000000,4.12,5.41,5.41
06/25/2018 18:26:21.000000,4.35,5.12,4.85
06/25/2018 18:29:01.000000,4.36,5.88,5.57
06/25/2018 18:31:41.000000,4.03,5.15,5.0
06/25/2018 18:35:42.000000,4.73,6.05,5.73
06/25/2018 18:38:21.000000,3.58,4.8,4.7
06/25/2018 18:41:01.000000,3.11,4.3,4.3
06/25/2018 18:43:44.000000,4.37,5.24,5.24
06/25/2018 18:47:40.000000,3.8,5.07,4.62
06/25/2018 18:50:21.000000,3.74,5.49,4.87
06/25/2018 18:53:01.000000,3.07,4.66,4.34
06/25/2018 18:55:41.000000,3.97,5.43,5.14
06/25/2018 18:59:41.000000,3.45,5.02,4.64
06/25/2018 19:02:21.000000,4.1,5.17,5.17
06/25/2018 19:05:01.000000,3.75,4.62,4.55
06/25/2018 19:07:41.000000,4.47,5.68,5.32
06/25/2018 19:11:41.000000,3.9,4.65,4.47
06/25/2018 19:14:21.000000,4.51,6.34,6.2
06/25/2018 19:17:01.000000,3.66,4.8,4.68
06/25/2018 19:19:41.000000,3.29,4.63,4.34
06/25/2018 19:23:41.000000,3.67,5.53,5.25
06/25/2018 19:26:21.000000,3.58,5.05,4.8
06/25/2018 19:29:01.000000,4.0,5.1,4.57
06/25/2018 19:31:41.000000,3.28,4.28,4.15
06/25/2018 19:35:40.000000,4.08,6.0,5.77
06/25/2018 19:38:21.000000,2.5,3.22,3.22
06/25/2018 19:41:01.000000,3.53,4.62,4.37
06/25/2018 19:43:41.000000,3.03,4.2,3.83
06/25/2018 19:47:41.000000,3.15,3.78,3.47
06/25/2018 19:50:21.000000,4.0,5.26,5.18
06/25/2018 19:53:01.000000,3.61,4.61,4.54
06/25/2018 19:55:41.000000,3.73,4.51,4.51
06/25/2018 19:59:41.000000,3.76,4.39,4.39
06/25/2018 20:02:21.000000,3.8,4.76,4.76
06/25/2018 20:05:01.000000,3.15,4.35,4.35
06/25/2018 20:07:41.000000,2.65,3.4,3.4
06/25/2018 20:11:41.000000,3.03,4.21,3.74
06/25/2018 20:14:21.000000,2.7,3.62,3.62
06/25/2018 20:17:01.000000,2.85,3.65,3.65
06/25/2018 20:19:41.000000,2.88,4.43,4.24
06/25/2018 20:23:40.000000,2.15,3.15,2.93
06/25/2018 20:26:21.000000,2.15,3.2,2.85
06/25/2018 20:29:01.000000,1.85,2.9,2.8
06/25/2018 20:31:41.000000,2.41,3.66,3.59
06/25/2018 20:35:41.000000,2.08,3.08,2.65
06/25/2018 20:38:21.000000,2.6,3.43,3.43
06/25/2018 20:41:01.000000,2.41,3.39,3.12
06/25/2018 20:43:41.000000,2.26,2.67,2.57
06/25/2018 20:47:41.000000,2.07,2.83,2.83
06/25/2018 20:50:21.000000,1.25,2.05,2.05
06/25/2018 20:53:01.000000,2.0,2.83,2.67
06/25/2018 20:55:41.000000,2.07,2.66,2.66
06/25/2018 20:59:41.000000,1.8,2.68,2.54
06/25/2018 21:02:21.000000,2.0,2.56,2.18
06/25/2018 21:05:01.000000,2.0,3.12,2.95
06/25/2018 21:07:41.000000,2.15,3.41,3.0
06/25/2018 21:11:41.000000,1.85,2.05,2.05
06/25/2018 21:14:20.000000,2.21,3.26,3.26
06/25/2018 21:17:01.000000,1.58,2.25,2.25
06/25/2018 21:19:41.000000,2.07,2.73,2.73
06/25/2018 21:23:41.000000,2.12,3.28,3.12
06/25/2018 21:26:21.000000,2.07,2.8,2.59
06/25/2018 21:29:01.000000,1.85,3.05,2.78
06/25/2018 21:31:41.000000,1.83,2.17,2.17
06/25/2018 21:35:41.000000,2.02,2.85,2.66
06/25/2018 21:38:21.000000,1.9,3.0,2.85
06/25/2018 21:41:01.000000,2.1,2.41,2.41
06/25/2018 21:43:41.000000,1.98,2.85,2.85
06/25/2018 21:47:41.000000,1.6,2.5,2.0
06/25/2018 21:50:21.000000,2.0,2.9,2.42
06/25/2018 21:53:01.000000,1.76,2.63,2.42
06/25/2018 21:55:41.000000,2.48,3.29,3.29
06/25/2018 21:59:41.000000,1.63,2.46,2.12
06/25/2018 22:02:21.000000,1.74,2.97,2.97
06/25/2018 22:05:01.000000,1.73,2.61,2.1
06/25/2018 22:07:41.000000,2.02,2.76,2.76
06/25/2018 22:11:41.000000,1.73,2.55,2.4
06/25/2018 22:14:21.000000,2.0,2.67,2.67
06/25/2018 22:17:01.000000,2.49,3.2,3.2
06/25/2018 22:19:41.000000,2.0,2.8,2.65
06/25/2018 22:23:41.000000,2.0,2.46,2.46
06/25/2018 22:26:21.000000,1.78,2.27,2.27
06/25/2018 22:29:01.000000,1.98,3.1,2.9
06/25/2018 22:31:41.000000,2.1,2.92,2.92
06/25/2018 22:35:41.000000,1.62,2.35,2.35
06/25/2018 22:38:21.000000,1.56,2.31,2.31
06/25/2018 22:41:01.000000,2.15,2.25,2.25
06/25/2018 22:43:41.000000,1.82,3.51,3.51
06/25/2018 22:47:41.000000,2.07,3.0,2.81
06/25/2018 22:50:21.000000,2.1,2.66,2.66
06/25/2018 22:53:01.000000,1.85,2.13,2.05
06/25/2018 22:55:41.000000,2.08,3.25,3.0
06/25/2018 22:59:41.000000,2.02,2.61,2.49
06/25/2018 23:02:21.000000,1.83,2.46,2.07
06/25/2018 23:05:01.000000,2.05,2.76,2.49
06/25/2018 23:07:41.000000,2.17,2.93,2.93
06/25/2018 23:11:41.000000,2.25,3.35,2.97
06/25/2018 23:14:21.000000,2.07,2.88,2.66
06/25/2018 23:17:01.000000,1.77,2.4,2.4
06/25/2018 23:19:41.000000,2.68,3.32,3.32
06/25/2018 23:23:41.000000,1.98,2.36,2.36
06/25/2018 23:26:21.000000,1.6,2.85,2.53
06/25/2018 23:29:01.000000,1.44,2.63,2.32
06/25/2018 23:31:41.000000,1.73,3.1,2.6
06/25/2018 23:35:41.000000,1.41,2.39,2.24
06/25/2018 23:38:21.000000,1.64,2.46,2.31
06/25/2018 23:41:01.000000,2.33,3.26,3.13
06/25/2018 23:43:41.000000,2.85,3.8,3.63
06/25/2018 23:47:41.000000,2.78,3.62,3.53
06/25/2018 23:50:21.000000,2.28,3.36,2.92
06/25/2018 23:53:01.000000,2.54,3.05,3.05
06/25/2018 23:55:41.000000,2.65,3.7,3.28
06/25/2018 23:59:41.000000,2.15,2.4,2.4
06/26/2018 00:02:21.000000,2.1,3.13,2.59
06/26/2018 00:05:01.000000,2.62,3.25,3.17
06/26/2018 00:07:41.000000,2.49,3.59,3.15
06/26/2018 00:11:41.000000,2.35,3.47,3.2
06/26/2018 00:14:21.000000,2.22,2.58,2.58
06/26/2018 00:17:01.000000,2.3,3.19,2.97
06/26/2018 00:19:41.000000,2.1,2.88,2.69
06/26/2018 00:23:41.000000,1.93,2.8,2.8
06/26/2018 00:26:21.000000,2.53,3.55,3.32
06/26/2018 00:29:01.000000,2.39,3.22,3.22
06/26/2018 00:31:41.000000,2.28,3.33,3.1
06/26/2018 00:35:41.000000,2.1,2.82,2.59
06/26/2018 00:38:21.000000,2.22,2.88,2.8
06/26/2018 00:41:01.000000,1.82,2.26,2.26
06/26/2018 00:43:41.000000,1.73,2.22,2.22
06/26/2018 00:47:41.000000,1.59,2.29,2.15
06/26/2018 00:50:21.000000,1.93,2.95,2.54
06/26/2018 00:53:01.000000,2.41,3.37,3.02
06/26/2018 00:55:41.000000,2.33,3.58,3.33
06/26/2018 00:59:41.000000,2.0,2.49,2.49
06/26/2018 01:02:21.000000,2.0,2.71,2.67
06/26/2018 01:05:01.000000,2.2,2.95,2.55
06/26/2018 01:07:41.000000,2.0,2.97,2.9
06/26/2018 01:11:41.000000,1.98,2.7,2.7
06/26/2018 01:14:21.000000,2.39,2.68,2.68
06/26/2018 01:17:01.000000,1.8,2.41,2.22
06/26/2018 01:19:41.000000,2.25,3.05,2.6
06/26/2018 01:23:41.000000,1.71,2.52,2.52
06/26/2018 01:26:21.000000,1.44,2.37,2.0
06/26/2018 01:29:01.000000,2.68,3.5,3.5
06/26/2018 01:31:41.000000,1.73,2.12,1.95
06/26/2018 01:35:41.000000,2.0,2.83,2.83
06/26/2018 01:38:21.000000,1.92,2.59,2.59
06/26/2018 01:41:01.000000,2.67,3.5,3.12
06/26/2018 01:43:41.000000,1.88,3.02,2.29
06/26/2018 01:47:41.000000,2.4,3.28,3.0
06/26/2018 01:50:21.000000,2.42,3.08,3.08
06/26/2018 01:53:01.000000,2.08,3.21,2.77
06/26/2018 01:55:41.000000,2.03,2.75,2.37
06/26/2018 01:59:41.000000,2.03,2.95,2.95
06/26/2018 02:02:24.000000,2.1,3.05,2.65
06/26/2018 02:05:01.000000,2.02,3.07,3.0
06/26/2018 02:07:41.000000,1.7,2.12,2.12
06/26/2018 02:11:41.000000,2.12,3.07,2.61
06/26/2018 02:14:21.000000,1.85,2.05,2.05
06/26/2018 02:17:01.000000,2.29,2.83,2.83
06/26/2018 02:19:41.000000,2.5,3.08,3.08
06/26/2018 02:23:41.000000,2.27,3.68,3.2
06/26/2018 02:26:21.000000,2.62,3.2,3.2
06/26/2018 02:29:01.000000,2.38,3.77,3.31
06/26/2018 02:31:41.000000,2.46,2.93,2.93
06/26/2018 02:35:41.000000,2.12,2.72,2.65
06/26/2018 02:38:21.000000,2.38,3.02,3.02
06/26/2018 02:41:01.000000,2.25,3.55,3.37
06/26/2018 02:43:41.000000,2.83,3.46,3.39
06/26/2018 02:47:41.000000,3.05,3.9,3.83
06/26/2018 02:50:21.000000,2.9,4.2,3.95
06/26/2018 02:53:01.000000,3.0,3.07,3.07
06/26/2018 02:55:41.000000,2.45,3.45,3.12
06/26/2018 02:59:41.000000,3.2,4.02,3.71
06/26/2018 03:02:21.000000,3.42,4.7,4.7
06/26/2018 03:05:01.000000,4.83,6.6,6.26
06/26/2018 03:07:41.000000,4.07,5.22,4.93
06/26/2018 03:11:41.000000,3.93,5.34,5.34
06/26/2018 03:14:21.000000,4.64,5.93,5.76
06/26/2018 03:17:01.000000,4.44,5.24,5.2
06/26/2018 03:19:41.000000,3.6,5.75,4.93
06/26/2018 03:23:41.000000,4.07,5.1,4.95
06/26/2018 03:26:21.000000,3.67,4.93,4.7
06/26/2018 03:29:01.000000,4.29,5.37,5.37
06/26/2018 03:31:41.000000,4.4,5.9,5.55
06/26/2018 03:35:41.000000,4.76,6.54,6.22
06/26/2018 03:38:21.000000,5.4,6.93,6.5
06/26/2018 03:41:01.000000,5.65,7.5,7.32
06/26/2018 03:43:41.000000,7.44,9.2,9.07
06/26/2018 03:47:41.000000,8.71,10.49,10.49
06/26/2018 03:50:22.000000,8.28,10.0,9.82
06/26/2018 03:53:04.000000,7.73,10.16,9.62
06/26/2018 03:55:41.000000,7.14,9.14,8.81
06/26/2018 03:59:42.000000,6.47,8.18,7.78
06/26/2018 04:02:21.000000,6.78,9.75,8.75
06/26/2018 04:05:01.000000,7.2,9.22,9.05
06/26/2018 04:07:41.000000,7.54,9.71,9.12
06/26/2018 04:11:41.000000,8.55,11.38,10.76
06/26/2018 04:14:21.000000,9.45,12.36,11.52
06/26/2018 04:17:01.000000,9.08,11.31,10.77
06/26/2018 04:19:41.000000,8.33,11.72,11.17
06/26/2018 04:23:41.000000,8.23,9.93,9.8
06/26/2018 04:26:25.000000,6.59,8.17,8.17
06/26/2018 04:29:01.000000,7.32,9.74,9.18
06/26/2018 04:31:41.000000,9.08,11.31,11.18
06/26/2018 04:35:41.000000,9.18,12.08,11.49
06/26/2018 04:38:21.000000,9.37,11.68,10.98
06/26/2018 04:41:01.000000,9.55,12.4,11.68
06/26/2018 04:43:41.000000,9.1,11.71,11.17
06/26/2018 04:47:41.000000,8.69,11.03,10.82
06/26/2018 04:50:21.000000,7.8,10.24,10.12
06/26/2018 04:53:01.000000,7.42,9.21,8.76
06/26/2018 04:55:41.000000,8.26,10.26,9.52
06/26/2018 04:59:41.000000,6.78,7.93,7.93
06/26/2018 05:02:21.000000,6.86,9.38,9.24
06/26/2018 05:05:01.000000,5.98,7.44,7.27
06/26/2018 05:07:41.000000,5.52,8.12,7.14
06/26/2018 05:11:41.000000,6.25,8.8,7.37
06/26/2018 05:14:21.000000,6.2,8.02,7.68
06/26/2018 05:17:01.000000,6.14,9.14,8.38
06/26/2018 05:19:41.000000,5.81,7.57,7.24
06/26/2018 05:23:41.000000,5.47,7.87,6.72
06/26/2018 05:26:21.000000,5.13,6.59,6.49
06/26/2018 05:29:01.000000,5.97,6.95,6.87
06/26/2018 05:31:41.000000,5.71,6.78,6.78
06/26/2018 05:35:41.000000,5.54,7.44,6.93
06/26/2018 05:38:21.000000,5.82,8.43,7.87
06/26/2018 05:41:01.000000,5.97,7.68,7.39
06/26/2018 05:43:41.000000,5.39,6.93,6.76
06/26/2018 05:47:41.000000,5.83,7.05,7.05
06/26/2018 05:50:22.000000,5.95,8.05,7.72
06/26/2018 05:53:01.000000,5.54,7.49,7.17
06/26/2018 05:55:41.000000,5.07,6.37,6.37
06/26/2018 05:59:41.000000,5.2,6.71,6.46
06/26/2018 06:02:21.000000,5.32,7.05,6.78
06/26/2018 06:05:01.000000,5.41,6.98,6.68
06/26/2018 06:07:41.000000,5.54,6.28,6.28
06/26/2018 06:11:41.000000,6.03,8.13,7.62
06/26/2018 06:14:21.000000,6.95,9.03,8.54
06/26/2018 06:17:01.000000,6.92,9.41,8.69
06/26/2018 06:21:01.000000,6.64,9.19,8.4
06/26/2018 06:23:41.000000,7.75,9.68,8.98
06/26/2018 06:26:21.000000,6.83,9.12,8.29
06/26/2018 06:29:01.000000,6.37,9.27,8.15
06/26/2018 06:31:41.000000,6.59,8.68,8.63
06/26/2018 06:35:41.000000,6.85,8.63,8.38
06/26/2018 06:38:21.000000,6.18,7.78,7.35
06/26/2018 06:41:01.000000,6.37,8.34,7.78
06/26/2018 06:43:41.000000,5.78,8.05,7.46
06/26/2018 06:47:41.000000,6.28,8.08,7.72
06/26/2018 06:50:23.000000,6.07,8.3,8.0
06/26/2018 06:53:01.000000,6.22,8.1,7.8
06/26/2018 06:55:41.000000,5.59,7.44,7.29
06/26/2018 06:59:45.000000,5.57,7.24,6.74
06/26/2018 07:02:24.000000,6.92,9.0,8.89
06/26/2018 07:05:01.000000,7.11,8.46,8.46
06/26/2018 07:07:41.000000,5.93,7.68,7.22
06/26/2018 07:11:41.000000,5.28,6.95,6.62
06/26/2018 07:14:21.000000,5.57,7.57,7.47
06/26/2018 07:17:01.000000,5.28,7.08,6.82
06/26/2018 07:19:41.000000,5.07,6.93,6.68
06/26/2018 07:23:41.000000,5.18,7.75,7.0
06/26/2018 07:26:21.000000,6.02,8.27,7.27
06/26/2018 07:29:01.000000,5.75,7.85,7.6
06/26/2018 07:31:41.000000,5.69,7.6,7.02
06/26/2018 07:35:41.000000,5.45,6.43,6.25
06/26/2018 07:38:21.000000,5.32,6.85,6.45
06/26/2018 07:41:01.000000,4.71,5.59,5.49
06/26/2018 07:43:41.000000,4.75,5.9,5.9
06/26/2018 07:47:41.000000,5.15,6.61,6.61
06/26/2018 07:50:21.000000,5.7,6.85,6.85
06/26/2018 07:53:01.000000,5.93,7.45,7.07
06/26/2018 07:55:41.000000,5.26,7.52,6.64
06/26/2018 07:59:45.000000,5.15,6.6,6.15
06/26/2018 08:02:21.000000,5.15,6.41,6.0
06/26/2018 08:07:41.000000,5.0,7.23,6.56
06/26/2018 08:11:41.000000,4.83,5.76,5.54
06/26/2018 08:14:21.000000,5.98,7.61,7.24
06/26/2018 08:17:01.000000,5.5,7.1,6.82
06/26/2018 08:19:41.000000,5.07,6.87,6.43
06/26/2018 08:23:41.000000,5.44,7.63,7.15
06/26/2018 08:26:21.000000,5.15,6.44,6.28
06/26/2018 08:29:01.000000,5.15,7.97,7.13
06/26/2018 08:31:41.000000,4.8,6.15,5.98
06/26/2018 08:35:41.000000,5.49,6.92,6.77
06/26/2018 08:38:21.000000,4.87,6.1,5.87
06/26/2018 08:41:01.000000,5.62,7.29,6.95
06/26/2018 08:43:41.000000,5.98,7.46,7.44
06/26/2018 08:47:41.000000,6.73,8.59,8.44
06/26/2018 08:50:21.000000,7.33,9.41,8.92
06/26/2018 08:53:01.000000,7.68,10.56,10.27
06/26/2018 08:55:41.000000,7.64,10.15,9.69
06/26/2018 08:59:41.000000,6.32,9.15,8.77
06/26/2018 09:02:21.000000,6.68,8.51,8.37
06/26/2018 09:05:01.000000,6.03,7.32,7.21
06/26/2018 09:07:41.000000,6.12,8.3,7.75
06/26/2018 09:11:41.000000,5.93,9.1,8.07
06/26/2018 09:14:21.000000,5.87,8.33,7.64
06/26/2018 09:17:01.000000,5.05,6.93,6.43
06/26/2018 09:19:41.000000,4.87,6.61,6.37
06/26/2018 09:23:41.000000,4.7,6.95,6.22
06/26/2018 09:26:21.000000,5.15,6.62,6.15
06/26/2018 09:29:01.000000,4.1,5.87,5.55
06/26/2018 09:31:41.000000,5.0,7.17,6.11
06/26/2018 09:35:41.000000,4.53,5.78,5.78
06/26/2018 09:38:21.000000,5.78,7.62,7.2
06/26/2018 09:41:01.000000,5.18,6.82,6.61
06/26/2018 09:43:41.000000,5.37,7.05,6.71
06/26/2018 09:47:41.000000,5.22,6.07,6.07
06/26/2018 09:50:21.000000,5.22,6.2,6.2
06/26/2018 09:53:01.000000,5.12,7.78,6.66
06/26/2018 09:55:41.000000,5.77,7.41,7.18
06/26/2018 09:59:41.000000,4.93,6.8,6.53
06/26/2018 10:02:21.000000,5.51,6.59,6.2
06/26/2018 10:05:01.000000,4.7,6.16,6.05
06/26/2018 10:07:41.000000,5.37,6.88,6.56
06/26/2018 10:11:41.000000,4.2,5.8,5.56
06/26/2018 10:14:21.000000,5.22,7.05,6.8
06/26/2018 10:17:01.000000,5.12,6.97,6.5
